"methods" "abil" "avgProbs" "accuracy"
"100" "parRF_mtry64" 1.1558 0.9223 0.91
"101" "parRF_mtry128" 1.1558 0.9223 0.91
"35" "avNNet_decay0" 1.219 0.9226 0.92
"8" "rpart" 1.3384 0.9232 0.935
"21" "mda_subc2" 1.3384 0.9232 0.935
"22" "mda_subc3" 1.3384 0.9232 0.935
"23" "mda_subc4" 1.3384 0.9232 0.935
"43" "svmRadialCost_C1" 1.3384 0.9232 0.935
"44" "svmRadialCost_C2" 1.3384 0.9232 0.935
"59" "svmPoly_d_3_s_0.1" 1.3384 0.9232 0.935
"73" "bagFDA_prune16" 1.3384 0.9232 0.93
"106" "knn_k7" 1.3384 0.9232 0.935
"126" "OptimalClass" 2.2977 0.93 1
