"methods" "abil" "avgProbs" "accuracy"
"78" "rf_mtry32" 0.6904 0.8017 0.79
"67" "gbm_3_100" 0.6916 0.8021 0.825
"101" "parRF_mtry128" 0.6919 0.8022 0.79
"97" "parRF_mtry8" 0.6932 0.8025 0.805
"74" "rf_mtry2" 0.7002 0.8044 0.795
"77" "rf_mtry16" 0.7025 0.8049 0.795
"36" "pcaNNet" 0.7026 0.805 0.805
"80" "rf_mtry128" 0.7028 0.805 0.795
"75" "rf_mtry4" 0.7032 0.8051 0.8
"99" "parRF_mtry32" 0.7032 0.8051 0.8
"100" "parRF_mtry64" 0.7033 0.8051 0.8
"5" "LMT" 0.7184 0.8078 0.81
"96" "parRF_mtry4" 0.7227 0.8084 0.805
"7" "LMT_AIC" 0.7265 0.8088 0.82
"126" "OptimalClass" 0.7312 0.8093 1
"33" "avNNet_decay1e04" 1.0854 0.8211 0.84
"65" "gbm_2_150" 1.2266 0.8255 0.81
"68" "gbm_3_150" 1.2712 0.8267 0.82
"66" "gbm_3_50" 1.2847 0.827 0.83
"23" "mda_subc4" 1.3135 0.8283 0.835
"64" "gbm_2_100" 1.3443 0.8316 0.82
"61" "gbm_1_100" 1.3452 0.8317 0.83
"63" "gbm_2_50" 1.346 0.8318 0.83
"35" "avNNet_decay0" 1.3462 0.8318 0.835
"60" "gbm_1_50" 1.3464 0.8318 0.835
"62" "gbm_1_150" 1.3464 0.8318 0.835
"59" "svmPoly_d_3_s_0.1" 1.3931 0.8348 0.84
"111" "Ibk_k5" 1.3942 0.8348 0.84
"38" "lvq_3" 1.4003 0.835 0.84
"113" "Ibk_k9" 1.4003 0.835 0.84
"118" "gcvEarth_d1" 1.4007 0.835 0.825
"19" "fda_prune9" 1.401 0.835 0.83
"20" "fda_prune17" 1.401 0.835 0.83
"13" "JRip_Unp" 1.4049 0.8351 0.83
"119" "gcvEarth_d2" 1.4083 0.8352 0.83
"120" "gcvEarth_d3" 1.4083 0.8352 0.83
"34" "avNNet_decay01" 1.42 0.8354 0.84
"105" "knn_k5" 1.4227 0.8354 0.835
"14" "PART" 1.4306 0.8355 0.83
"72" "bagFDA_prune8" 1.4649 0.8359 0.84
"71" "bagFDA_prune4" 1.4686 0.8359 0.84
"1" "c5.0" 1.5582 0.8366 0.835
"2" "c5.0_winnow" 1.5582 0.8366 0.835
"3" "J48" 1.5582 0.8366 0.835
"4" "J48Unp" 1.5582 0.8366 0.835
"9" "ctree_c0.01" 1.5582 0.8366 0.835
"10" "ctree_c0.05" 1.5582 0.8366 0.835
"11" "ctree_c0.99" 1.5582 0.8366 0.835
"12" "JRip" 1.5582 0.8366 0.835
"88" "cforest_mtry2" 1.5582 0.8366 0.835
"89" "cforest_mtry4" 1.5582 0.8366 0.835
"90" "cforest_mtry8" 1.5582 0.8366 0.835
"91" "cforest_mtry16" 1.5582 0.8366 0.835
"92" "cforest_mtry32" 1.5582 0.8366 0.835
"93" "cforest_mtry64" 1.5582 0.8366 0.835
"94" "cforest_mtry128" 1.5582 0.8366 0.835
"6" "LMT_CV" 1.6956 0.8376 0.84
"8" "rpart" 1.7131 0.8377 0.845
"22" "mda_subc3" 1.7131 0.8377 0.845
"29" "mlp_3" 1.7131 0.8377 0.845
"30" "mlp_5" 1.7131 0.8377 0.845
"31" "mlp_7" 1.7131 0.8377 0.845
"32" "mlp_9" 1.7131 0.8377 0.845
"37" "lvq_1" 1.7131 0.8377 0.845
"39" "lvq_5" 1.7131 0.8377 0.845
"43" "svmRadialCost_C1" 1.7131 0.8377 0.845
"44" "svmRadialCost_C2" 1.7131 0.8377 0.845
"73" "bagFDA_prune16" 1.7131 0.8377 0.845
"106" "knn_k7" 1.7131 0.8377 0.845
"107" "knn_k9" 1.7131 0.8377 0.845
"112" "Ibk_k7" 1.7131 0.8377 0.845
