"methods" "abil" "avgProbs" "accuracy"
"65" "gbm_2_150" 1.3738 0.9495 0.94
"77" "rf_mtry16" 1.3739 0.9495 0.945
"39" "lvq_5" 1.3752 0.9495 0.95
"35" "avNNet_decay0" 1.3759 0.9495 0.95
"66" "gbm_3_50" 1.3765 0.9495 0.95
"67" "gbm_3_100" 1.3765 0.9495 0.95
"19" "fda_prune9" 1.6759 0.9517 0.94
"20" "fda_prune17" 1.6759 0.9517 0.94
"72" "bagFDA_prune8" 1.6759 0.9517 0.95
"73" "bagFDA_prune16" 1.6759 0.9517 0.95
"74" "rf_mtry2" 1.6814 0.9518 0.95
"75" "rf_mtry4" 1.6814 0.9518 0.95
"76" "rf_mtry8" 1.6814 0.9518 0.95
"78" "rf_mtry32" 1.6814 0.9518 0.95
"79" "rf_mtry64" 1.6814 0.9518 0.95
"80" "rf_mtry128" 1.6814 0.9518 0.95
"95" "parRF_mtry2" 1.6814 0.9518 0.95
"96" "parRF_mtry4" 1.6814 0.9518 0.95
"97" "parRF_mtry8" 1.6814 0.9518 0.95
"98" "parRF_mtry16" 1.6814 0.9518 0.95
"99" "parRF_mtry32" 1.6814 0.9518 0.95
"100" "parRF_mtry64" 1.6814 0.9518 0.95
"101" "parRF_mtry128" 1.6814 0.9518 0.95
"104" "knn_k3" 1.6814 0.9518 0.95
"8" "rpart" 1.6987 0.9519 0.955
"29" "mlp_3" 1.6987 0.9519 0.955
"30" "mlp_5" 1.6987 0.9519 0.955
"31" "mlp_7" 1.6987 0.9519 0.955
"32" "mlp_9" 1.6987 0.9519 0.955
"33" "avNNet_decay1e04" 1.6987 0.9519 0.955
"38" "lvq_3" 1.6987 0.9519 0.955
"43" "svmRadialCost_C1" 1.6987 0.9519 0.955
"44" "svmRadialCost_C2" 1.6987 0.9519 0.955
"60" "gbm_1_50" 1.6987 0.9519 0.955
"61" "gbm_1_100" 1.6987 0.9519 0.955
"105" "knn_k5" 1.6987 0.9519 0.955
"107" "knn_k9" 1.6987 0.9519 0.955
"119" "gcvEarth_d2" 1.6987 0.9519 0.955
"120" "gcvEarth_d3" 1.6987 0.9519 0.955
