"x","y","Class"
-0.168515196908265,-0.330066523142159,"3"
0.876639982140481,-0.837740175053477,"1"
0.306602416466922,0.259365988522768,"3"
0.586367599479854,0.0576432980597019,"3"
-1.07360228484219,-0.952478336542845,"1"
-1.28762044599641,-1.13453370220959,"1"
-1.28939754372563,-1.02769865766168,"1"
-0.56956865937302,-1.08561252914369,"1"
1.20180492732288,-1.10213741660118,"1"
0.502300163394112,1.11712915822864,"2"
-0.0290129781009774,-1.79208663105965,"1"
1.22934658359081,-0.844403091818094,"1"
-0.606220580908213,1.05298331268132,"2"
0.550396770114455,-1.58421769216657,"1"
1.10773426194585,-1.43878054842353,"1"
0.260934662879826,-1.76170936487615,"1"
-0.75680499436667,-1.56763678267598,"1"
-0.135888169985265,-0.275725681520998,"3"
1.14071865092751,-1.1353435639292,"1"
0.558040557701827,0.986604055762291,"2"
0.261974945256936,-1.02505309171975,"1"
0.0955253048210987,-1.57769664265215,"1"
1.18930890909704,1.15960784591734,"2"
1.06000088172717,-0.683043729513884,"1"
1.13520687070434,0.748258928209543,"2"
1.1623881841268,1.35223588719964,"2"
-0.54875809955979,-1.19056230150163,"1"
-1.00382114212545,1.06416521705687,"2"
-0.566045883765349,-1.01172346882522,"1"
0.722493964595074,-0.67115173637867,"1"
-0.997053073241045,-0.940806316584349,"1"
-0.79193439733188,-0.68281084112823,"1"
0.319742899539232,1.60017582513392,"2"
0.124412137269974,-0.00194018902257087,"3"
-1.13743830809102,-1.61145429164171,"1"
0.81750448910342,0.629496015235782,"2"
-1.35332806720991,-0.910133903101087,"1"
-0.395760530367687,1.06710789091885,"2"
0.167410411751038,-1.45325849279761,"1"
-0.863503352393284,1.35738377869129,"2"
0.939897608831386,-1.60866251662374,"1"
-0.411986028828968,-1.39770654477179,"1"
0.169027576523304,-1.0163370680064,"1"
1.20239386009233,-1.36220935061574,"1"
-0.866792350090791,0.993894080445171,"2"
-0.259289254434407,0.529487325903028,"3"
0.353208087751227,1.1396155115217,"2"
0.55003159660846,0.0456113104708493,"3"
0.0597471940399728,1.00479606166482,"2"
-0.127345699444413,-0.260881775524467,"3"
0.493935519084334,0.210891768056899,"3"
0.126835008244962,0.482046686019748,"3"
-0.93164009032879,1.15251690447331,"2"
-0.0285177203677029,1.34945045560598,"2"
0.738713661360669,1.08082304149866,"2"
-0.659529524321818,-0.647972481325269,"1"
-0.476730604239385,-0.795677169039845,"1"
0.492055174549789,-1.14105447158217,"1"
-0.296326778277092,1.17262215949595,"2"
-1.19326643496232,-1.36300919577479,"1"
1.03842808692166,-0.622595852613449,"1"
-0.0862308760999719,0.895586306229234,"2"
-0.197857787262232,0.863762183114886,"2"
0.311009455152825,-1.88839639723301,"1"
-0.340264493647341,-1.07573263570666,"1"
-0.460487953852862,0.0513670667074621,"3"
0.351072577182647,0.921834774315357,"2"
-0.0415387424243803,-1.16349224410951,"1"
0.747587858660092,0.613238262757659,"2"
0.455442953402519,1.46463822573423,"2"
-0.299144379235804,0.267766217608005,"3"
-0.198167072888464,-0.0583576172590256,"3"
-1.0147482405419,-0.666618313267827,"1"
-0.439051471820582,1.55090759322047,"2"
-0.935206798714259,-1.14384069703519,"1"
