"methods" "abil" "avgProbs" "accuracy"
"62" "gbm_1_150" 0.7135 0.9059 0.91
"63" "gbm_2_50" 0.7355 0.9072 0.91
"35" "avNNet_decay0" 0.7427 0.9077 0.915
"107" "knn_k9" 0.7427 0.9077 0.915
"112" "Ibk_k7" 0.7427 0.9077 0.915
"126" "OptimalClass" 0.7923 0.9104 1
"111" "Ibk_k5" 0.8017 0.9108 0.91
"81" "rrf_mtry2" 0.8134 0.9112 0.885
"82" "rrf_mtry4" 0.8134 0.9112 0.885
"83" "rrf_mtry8" 0.8134 0.9112 0.885
"84" "rrf_mtry16" 0.8134 0.9112 0.885
"85" "rrf_mtry32" 0.8134 0.9112 0.885
"86" "rrf_mtry64" 0.8134 0.9112 0.885
"87" "rrf_mtry128" 0.8134 0.9112 0.885
"104" "knn_k3" 0.8156 0.9113 0.91
"119" "gcvEarth_d2" 0.8293 0.9118 0.905
"120" "gcvEarth_d3" 0.8293 0.9118 0.905
"110" "Ibk_k3" 0.8335 0.9119 0.905
"64" "gbm_2_100" 0.8635 0.9126 0.91
"33" "avNNet_decay1e04" 0.9001 0.9132 0.91
"95" "parRF_mtry2" 1.051 0.9155 0.91
"100" "parRF_mtry64" 1.051 0.9155 0.91
"72" "bagFDA_prune8" 1.0748 0.9159 0.91
"76" "rf_mtry8" 1.0835 0.916 0.91
"80" "rf_mtry128" 1.0835 0.916 0.91
"98" "parRF_mtry16" 1.0835 0.916 0.91
"37" "lvq_1" 1.0943 0.9161 0.915
"75" "rf_mtry4" 1.1087 0.9163 0.915
"77" "rf_mtry16" 1.1087 0.9163 0.915
"97" "parRF_mtry8" 1.1087 0.9163 0.915
"73" "bagFDA_prune16" 1.1353 0.9166 0.915
"60" "gbm_1_50" 1.1355 0.9166 0.915
"29" "mlp_3" 1.1404 0.9166 0.915
"30" "mlp_5" 1.1404 0.9166 0.915
"31" "mlp_7" 1.1404 0.9166 0.915
"32" "mlp_9" 1.1404 0.9166 0.915
"96" "parRF_mtry4" 1.1824 0.9169 0.915
"99" "parRF_mtry32" 1.1824 0.9169 0.915
"8" "rpart" 1.2425 0.9173 0.92
"38" "lvq_3" 1.2425 0.9173 0.92
"39" "lvq_5" 1.2425 0.9173 0.92
"61" "gbm_1_100" 1.2425 0.9173 0.92
"74" "rf_mtry2" 1.2425 0.9173 0.92
"78" "rf_mtry32" 1.2425 0.9173 0.92
"79" "rf_mtry64" 1.2425 0.9173 0.92
"101" "parRF_mtry128" 1.2425 0.9173 0.92
"105" "knn_k5" 1.2425 0.9173 0.92
"106" "knn_k7" 1.2425 0.9173 0.92
