"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"13" "JRip_Unp" 0.6838 0.861336938246955 0.8911 0.8613
"25" "NB" 0.7987 0.868690076938177 0.8812 0.8687
"26" "NB_laplace" 0.7987 0.868690076938177 0.8812 0.8687
"55" "svmPoly_d_2_s_0.01" 0.8773 0.873497541723659 0.8812 0.8735
"33" "avNNet_decay1e04" 0.9062 0.875212782320851 0.901 0.8752
"27" "rbf" 0.9202 0.876026274561816 0.9109 0.876
"29" "mlp_3" 0.9202 0.876026274561811 0.8812 0.876
"30" "mlp_5" 0.9202 0.876026274561811 0.8812 0.876
"37" "lvq_1" 0.9202 0.876026294464749 0.9208 0.876
"103" "knn_k2" 0.9202 0.876026274561816 0.9109 0.876
"104" "knn_k3" 0.9227 0.876175068658072 0.9109 0.8762
"44" "svmRadialCost_C2" 0.9878 0.879838641152017 0.9208 0.8798
"120" "gcvEarth_d3" 0.9882 0.879861275836312 0.9208 0.8799
"38" "lvq_3" 0.9995 0.880475580556782 0.9208 0.8805
"113" "Ibk_k9" 0.9995 0.880475580556784 0.8911 0.8805
"107" "knn_k9" 1.0171 0.881414816931437 0.8614 0.8814
"118" "gcvEarth_d1" 1.0743 0.884348237293621 0.9109 0.8843
"39" "lvq_5" 1.0866 0.884954090559696 0.9208 0.885
"1" "c5.0" 1.1042 0.885799583963819 0.9208 0.8858
"3" "J48" 1.1042 0.885799583963819 0.9208 0.8858
"4" "J48Unp" 1.1042 0.885799583963819 0.9208 0.8858
"81" "rrf_mtry2" 1.1042 0.885798476989942 0.9307 0.8858
"90" "cforest_mtry8" 1.1042 0.885799583963819 0.901 0.8858
"63" "gbm_2_50" 1.1223 0.886647241487107 0.9307 0.8866
"112" "Ibk_k7" 1.1854 0.889421366388376 0.901 0.8894
"14" "PART" 1.199 0.889983676667678 0.9307 0.89
"40" "SMV" 1.199 0.88998367665872 0.9208 0.89
"109" "Ibk_k2" 1.199 0.88998367665872 0.9208 0.89
"110" "Ibk_k3" 1.199 0.88998367665872 0.9208 0.89
"2" "c5.0_winnow" 1.2061 0.890268264917333 0.901 0.8903
"43" "svmRadialCost_C1" 1.2502 0.89196990651459 0.9208 0.892
"68" "gbm_3_150" 1.2629 0.892435376834261 0.9208 0.8924
"31" "mlp_7" 1.2659 0.892542023699616 0.9109 0.8925
"102" "knn_k1" 1.2659 0.892542023676002 0.9307 0.8925
"64" "gbm_2_100" 1.3007 0.893749041437868 0.9307 0.8937
"65" "gbm_2_150" 1.3007 0.893749041437868 0.9307 0.8937
"67" "gbm_3_100" 1.3007 0.893749041437868 0.9307 0.8937
"106" "knn_k7" 1.3028 0.893816238059258 0.901 0.8938
"58" "svmPoly_d_3_s_0.01" 1.3559 0.8954946150037 0.901 0.8955
"105" "knn_k5" 1.3593 0.92218976349338 0.9208 0.9222
"60" "gbm_1_50" 1.3594 0.924526612446053 0.9307 0.9245
"66" "gbm_3_50" 1.3594 0.924526203258982 0.9307 0.9245
"15" "sda_L0.0" 1.3599 0.932842306839441 0.9307 0.9328
"32" "mlp_9" 1.3599 0.933407293259314 0.9307 0.9334
"34" "avNNet_decay01" 1.3599 0.932755497880851 0.9307 0.9328
"62" "gbm_1_150" 1.3599 0.932762048588431 0.9505 0.9328
"95" "parRF_mtry2" 1.3599 0.932762048588431 0.9505 0.9328
"111" "Ibk_k5" 1.3599 0.932762048588431 0.9505 0.9328
"22" "mda_subc3" 1.36 0.93504737396911 0.9208 0.935
"24" "W_NB" 1.36 0.934068397594031 0.9703 0.9341
"69" "treeBag" 1.36 0.934068397597443 0.9406 0.9341
"75" "rf_mtry4" 1.36 0.934068397597443 0.9406 0.9341
"86" "rrf_mtry64" 1.36 0.934068397597443 0.9406 0.9341
"108" "Ibk_k1" 1.36 0.934068397597443 0.9406 0.9341
"21" "mda_subc2" 1.3624 0.943299844300494 0.9208 0.9433
"119" "gcvEarth_d2" 1.3624 0.943301515166457 0.9208 0.9433
"23" "mda_subc4" 1.3625 0.943305682340541 0.9406 0.9433
"19" "fda_prune9" 1.3672 0.943451503692693 0.9307 0.9435
"20" "fda_prune17" 1.3672 0.943451503692693 0.9307 0.9435
"73" "bagFDA_prune16" 1.4 0.944368489499172 0.9703 0.9444
"17" "sda_L1.0" 1.4159 0.944788514476699 0.9406 0.9448
"72" "bagFDA_prune8" 1.4159 0.944788514476699 0.9406 0.9448
"83" "rrf_mtry8" 1.4159 0.944788514476699 0.9406 0.9448
"5" "LMT" 1.4276 0.945087763686168 0.9307 0.9451
"6" "LMT_CV" 1.4276 0.945087763686168 0.9307 0.9451
"78" "rf_mtry32" 1.4276 0.945087763686133 0.9406 0.9451
"84" "rrf_mtry16" 1.4276 0.945087763686133 0.9406 0.9451
"85" "rrf_mtry32" 1.4276 0.945087763686133 0.9406 0.9451
"87" "rrf_mtry128" 1.4276 0.945087763686133 0.9406 0.9451
"100" "parRF_mtry64" 1.4276 0.945087763686133 0.9406 0.9451
"61" "gbm_1_100" 1.4535 0.945722463535933 0.9406 0.9457
"74" "rf_mtry2" 1.4535 0.945722463535933 0.9406 0.9457
"7" "LMT_AIC" 1.6535 0.949547992593906 0.9406 0.9495
"16" "sda_L0.5" 1.6535 0.949547992593905 0.9505 0.9495
"46" "svmLineart_C0.1" 1.6535 0.949547992593906 0.9406 0.9495
"47" "svmLinear_C1" 1.6535 0.949547992593905 0.9505 0.9495
"48" "svmLinear_C2" 1.6535 0.949547992593905 0.9505 0.9495
"49" "svmLinear_C4" 1.6535 0.949547992593905 0.9505 0.9495
"50" "svmLinear_C8" 1.6535 0.949547992593905 0.9505 0.9495
"53" "svmPoly_d_1_s_0.1" 1.6535 0.949547992593905 0.9505 0.9495
"56" "svmPoly_d_2_s_0.1" 1.6535 0.949547992593906 0.9406 0.9495
"59" "svmPoly_d_3_s_0.1" 1.6535 0.949547992593905 0.9505 0.9495
"76" "rf_mtry8" 1.6535 0.949547992593905 0.9505 0.9495
"77" "rf_mtry16" 1.6535 0.949547992593905 0.9505 0.9495
"79" "rf_mtry64" 1.6535 0.949547992593905 0.9505 0.9495
"80" "rf_mtry128" 1.6535 0.949547992593906 0.9604 0.9495
"82" "rrf_mtry4" 1.6535 0.949547992593906 0.9703 0.9495
"96" "parRF_mtry4" 1.6535 0.949547992593905 0.9505 0.9495
"97" "parRF_mtry8" 1.6535 0.949547992593905 0.9505 0.9495
"98" "parRF_mtry16" 1.6535 0.949547992593906 0.9604 0.9495
"99" "parRF_mtry32" 1.6535 0.949547992593905 0.9505 0.9495
"101" "parRF_mtry128" 1.6535 0.949547992593905 0.9505 0.9495
"126" "OptimalClass" 1.7263 0.950569365500988 1 0.9506
