"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"83" "rrf_mtry8" 0.1253 0.819993085108611 0.8037 0.82
"32" "mlp_9" 0.182 0.821433293849631 0.8185 0.8214
"21" "mda_subc2" 0.2592 0.823022130492255 0.8111 0.823
"71" "bagFDA_prune4" 0.3263 0.824231090382831 0.8556 0.8242
"19" "fda_prune9" 0.3391 0.824449537584085 0.8519 0.8244
"106" "knn_k7" 0.3787 0.825099883377724 0.8222 0.8251
"36" "pcaNNet" 0.3895 0.825272634776595 0.837 0.8253
"107" "knn_k9" 0.3913 0.825300110355059 0.8296 0.8253
"65" "gbm_2_150" 0.4311 0.825916259741023 0.8333 0.8259
"20" "fda_prune17" 0.4448 0.826122945387673 0.8593 0.8261
"105" "knn_k5" 0.4684 0.826471762269043 0.8222 0.8265
"64" "gbm_2_100" 0.4804 0.826647133550972 0.837 0.8266
"67" "gbm_3_100" 0.5353 0.82743190575454 0.8222 0.8274
"22" "mda_subc3" 0.5713 0.827937556309523 0.8259 0.8279
"88" "cforest_mtry2" 0.598 0.828310203788582 0.8481 0.8283
"35" "avNNet_decay0" 0.6214 0.82863738059766 0.8519 0.8286
"79" "rf_mtry64" 0.6518 0.829064947285576 0.8185 0.8291
"66" "gbm_3_50" 0.6914 0.829622230267596 0.8444 0.8296
"97" "parRF_mtry8" 0.6939 0.829657236939829 0.8222 0.8297
"33" "avNNet_decay1e04" 0.7173 0.829987521327084 0.8296 0.83
"99" "parRF_mtry32" 0.7207 0.830035877710961 0.8296 0.83
"101" "parRF_mtry128" 0.7493 0.830437011254734 0.8333 0.8304
"77" "rf_mtry16" 0.7564 0.830536931671634 0.8296 0.8305
"76" "rf_mtry8" 0.7702 0.830727562690086 0.8259 0.8307
"98" "parRF_mtry16" 0.7748 0.830791447906226 0.8296 0.8308
"100" "parRF_mtry64" 0.7777 0.830831326080398 0.8185 0.8308
"78" "rf_mtry32" 0.7949 0.831067517252334 0.837 0.8311
"80" "rf_mtry128" 0.7974 0.831101770385774 0.837 0.8311
"96" "parRF_mtry4" 0.8296 0.831533050006492 0.8333 0.8315
"44" "svmRadialCost_C2" 0.8392 0.831659134726082 0.8481 0.8317
"75" "rf_mtry4" 0.8501 0.831801864687646 0.837 0.8318
"28" "mlp_1" 0.8751 0.832121757684156 0.8111 0.8321
"118" "gcvEarth_d1" 0.8828 0.832218921215169 0.8667 0.8322
"73" "bagFDA_prune16" 0.9719 0.833325126229403 0.8519 0.8333
"74" "rf_mtry2" 1.0171 0.833917572129245 0.837 0.8339
"94" "cforest_mtry128" 1.132 0.835706411892553 0.8259 0.8357
"34" "avNNet_decay01" 1.1705 0.836294258487175 0.8296 0.8363
"95" "parRF_mtry2" 1.1843 0.836491247381505 0.837 0.8365
"62" "gbm_1_150" 1.2016 0.836730969559971 0.8444 0.8367
"93" "cforest_mtry64" 1.2182 0.83695575061962 0.8333 0.837
"61" "gbm_1_100" 1.2297 0.837112620322695 0.8444 0.8371
"91" "cforest_mtry16" 1.2327 0.837153884634508 0.8222 0.8372
"72" "bagFDA_prune8" 1.2438 0.837308582380201 0.8593 0.8373
"92" "cforest_mtry32" 1.2584 0.837524190024829 0.8333 0.8375
"7" "LMT_AIC" 1.3412 0.839268049213132 0.8296 0.8393
"63" "gbm_2_50" 1.3957 0.840851203852834 0.8556 0.8409
"90" "cforest_mtry8" 1.4248 0.841628605174135 0.837 0.8416
"57" "svmPoly_d_3_s_0.001" 1.4289 0.84173093917503 0.8407 0.8417
"60" "gbm_1_50" 1.4473 0.84217690342356 0.8444 0.8422
"42" "svmRadialCost_C0.1" 1.4821 0.842981938368099 0.8333 0.843
"114" "pls_ncomp1" 1.4898 0.843159571670841 0.8333 0.8432
"116" "simpls_ncomp1" 1.4898 0.843159571670841 0.8333 0.8432
"89" "cforest_mtry4" 1.5098 0.84363062435478 0.8481 0.8436
"24" "W_NB" 1.5681 0.845146941718158 0.8444 0.8451
"17" "sda_L1.0" 1.6266 0.846686446875307 0.837 0.8467
"43" "svmRadialCost_C1" 1.6857 0.847834115698426 0.8481 0.8478
"5" "LMT" 1.7304 0.848455454993905 0.8296 0.8485
"6" "LMT_CV" 1.7304 0.848455454993905 0.8296 0.8485
"25" "NB" 1.7675 0.848867130672185 0.8519 0.8489
"26" "NB_laplace" 1.7675 0.848867130672185 0.8519 0.8489
"50" "svmLinear_C8" 1.9003 0.849851766412359 0.8296 0.8499
"49" "svmLinear_C4" 1.9042 0.849872383531619 0.8333 0.8499
"47" "svmLinear_C1" 2.2115 0.850962599521653 0.8407 0.851
"55" "svmPoly_d_2_s_0.01" 2.2144 0.850970204319404 0.8444 0.851
"48" "svmLinear_C2" 2.2605 0.851083670305211 0.837 0.8511
"45" "svmLinear_C0.01" 2.2667 0.851098129419377 0.8407 0.8511
"52" "svmPoly_d_1_s_0.01" 2.2667 0.851098129419377 0.8407 0.8511
"115" "pls_ncomp2" 2.2992 0.851171918541171 0.8407 0.8512
"117" "simpls_ncomp2" 2.2992 0.851171918541171 0.8407 0.8512
"40" "SMV" 2.3869 0.851349743559989 0.8481 0.8513
"58" "svmPoly_d_3_s_0.01" 2.4055 0.851383580209937 0.8556 0.8514
"16" "sda_L0.5" 2.4871 0.851516252796206 0.8481 0.8515
"15" "sda_L0.0" 2.513 0.851553294968593 0.8444 0.8516
"46" "svmLineart_C0.1" 2.5511 0.85160361034666 0.837 0.8516
"56" "svmPoly_d_2_s_0.1" 2.5511 0.85160361034666 0.837 0.8516
