"methods" "abil" "avgProbsT" "accuracy" "avgProbs"
"78" "rf_mtry32" 0.6542 0.966428690212029 0.9594 0.9664
"85" "rrf_mtry32" 0.6947 0.967964805640364 0.9645 0.968
"79" "rf_mtry64" 0.7029 0.968244490978855 0.9594 0.9682
"97" "parRF_mtry8" 0.704 0.968280619105883 0.9645 0.9683
"75" "rf_mtry4" 0.7053 0.968322192797675 0.9645 0.9683
"76" "rf_mtry8" 0.7053 0.968322192797675 0.9645 0.9683
"96" "parRF_mtry4" 0.7053 0.968322192797675 0.9645 0.9683
"98" "parRF_mtry16" 0.7053 0.968322192797675 0.9645 0.9683
"100" "parRF_mtry64" 0.7053 0.968322192797675 0.9645 0.9683
"101" "parRF_mtry128" 0.7055 0.968331182433627 0.9645 0.9683
"77" "rf_mtry16" 0.7064 0.968359053297794 0.9695 0.9684
"80" "rf_mtry128" 0.7064 0.968359053297794 0.9695 0.9684
"99" "parRF_mtry32" 0.7064 0.968359053297794 0.9695 0.9684
"82" "rrf_mtry4" 0.7203 0.968802244017798 0.9695 0.9688
"83" "rrf_mtry8" 0.7203 0.968802244017798 0.9695 0.9688
"84" "rrf_mtry16" 0.7203 0.968802244017798 0.9695 0.9688
"86" "rrf_mtry64" 0.7203 0.968802244017798 0.9695 0.9688
"87" "rrf_mtry128" 0.7203 0.968802244017798 0.9695 0.9688
"120" "gcvEarth_d3" 0.7453 0.969526044223195 0.9746 0.9695
"69" "treeBag" 0.7637 0.970014097328777 0.9695 0.97
"72" "bagFDA_prune8" 0.7652 0.970052972453352 0.9746 0.9701
"107" "knn_k9" 0.8041 0.971002709192656 0.9695 0.971
"113" "Ibk_k9" 0.806 0.971046425208953 0.9695 0.971
"105" "knn_k5" 0.8249 0.971482739770744 0.9695 0.9715
"119" "gcvEarth_d2" 0.8393 0.971806646242595 0.9848 0.9718
"118" "gcvEarth_d1" 0.8446 0.971925212900889 0.9746 0.9719
"27" "rbf" 0.8745 0.972580212221049 0.9695 0.9726
"5" "LMT" 0.9175 0.973485587163852 0.9746 0.9735
"6" "LMT_CV" 0.9175 0.973485587163852 0.9746 0.9735
"64" "gbm_2_100" 0.9319 0.973778762956735 0.9695 0.9738
"55" "svmPoly_d_2_s_0.01" 0.9567 0.974270638391793 0.9695 0.9743
"48" "svmLinear_C2" 0.9718 0.974561922854852 0.9695 0.9746
"65" "gbm_2_150" 0.9743 0.974609217856215 0.9695 0.9746
"44" "svmRadialCost_C2" 0.9838 0.974787123590709 0.9695 0.9748
"53" "svmPoly_d_1_s_0.1" 1.0148 0.975345526920209 0.9695 0.9753
"22" "mda_subc3" 1.0263 0.975543620685049 0.9898 0.9755
"23" "mda_subc4" 1.0263 0.975543620685049 0.9898 0.9755
"63" "gbm_2_50" 1.055 0.976019653024475 0.9746 0.976
"68" "gbm_3_150" 1.0563 0.97604041297416 0.9797 0.976
"73" "bagFDA_prune16" 1.0712 0.976276954510865 0.9797 0.9763
"43" "svmRadialCost_C1" 1.0747 0.976330778256433 0.9746 0.9763
"112" "Ibk_k7" 1.0852 0.976490538457268 0.9695 0.9765
"60" "gbm_1_50" 1.0973 0.976672112609862 0.9797 0.9767
"61" "gbm_1_100" 1.0973 0.976672112609862 0.9797 0.9767
"59" "svmPoly_d_3_s_0.1" 1.1008 0.976722859743723 0.9797 0.9767
"104" "knn_k3" 1.1085 0.976835309211177 0.9746 0.9768
"111" "Ibk_k5" 1.1085 0.976835309211177 0.9746 0.9768
"62" "gbm_1_150" 1.1409 0.977290330904021 0.9797 0.9773
"67" "gbm_3_100" 1.1409 0.977290330904021 0.9797 0.9773
"110" "Ibk_k3" 1.1673 0.977644865961629 0.9848 0.9776
"49" "svmLinear_C4" 1.1947 0.977999918857053 0.9746 0.978
"35" "avNNet_decay0" 1.1961 0.978018521312815 0.9797 0.978
"34" "avNNet_decay01" 1.2561 0.978763957038995 0.9797 0.9788
"29" "mlp_3" 1.2652 0.978874136648656 0.9746 0.9789
"106" "knn_k7" 1.2706 0.978939965571788 0.9746 0.9789
"33" "avNNet_decay1e04" 1.3306 0.979662940457147 0.9797 0.9797
"30" "mlp_5" 1.3318 0.979676608222033 0.9797 0.9797
"31" "mlp_7" 1.3318 0.979676608222033 0.9797 0.9797
"32" "mlp_9" 1.3318 0.979676608222033 0.9797 0.9797
"50" "svmLinear_C8" 1.4169 0.980694821948627 0.9746 0.9807
"36" "pcaNNet" 1.4441 0.981019153871751 0.9797 0.981
"20" "fda_prune17" 1.4733 0.981366772290022 0.9848 0.9814
"66" "gbm_3_50" 1.4733 0.981366772290022 0.9848 0.9814
"45" "svmLinear_C0.01" 1.56 0.98239397676509 0.9797 0.9824
"52" "svmPoly_d_1_s_0.01" 1.56 0.98239397676509 0.9797 0.9824
"58" "svmPoly_d_3_s_0.01" 1.56 0.98239397676509 0.9797 0.9824
"7" "LMT_AIC" 1.6166 0.983061714555409 0.9848 0.9831
"38" "lvq_3" 1.6186 0.983084125448067 0.9848 0.9831
"42" "svmRadialCost_C0.1" 1.6186 0.983084125448067 0.9848 0.9831
"15" "sda_L0.0" 1.726 0.984350606220821 0.9949 0.9844
"108" "Ibk_k1" 2.0056 0.987621077396364 0.9848 0.9876
"109" "Ibk_k2" 2.0056 0.987621077396364 0.9848 0.9876
"16" "sda_L0.5" 2.0104 0.987672747321378 0.9848 0.9877
"126" "OptimalClass" 2.0912 0.988503430808395 1 0.9885
"40" "SMV" 2.1378 0.988934609564985 0.9898 0.9889
"46" "svmLineart_C0.1" 2.1378 0.988934609564985 0.9898 0.9889
"56" "svmPoly_d_2_s_0.1" 2.1378 0.988934609564985 0.9898 0.9889
